"Slice","AgeGroup","Treatment","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment","IOf_30","IOf_60","IOf_90","IOf_120","IOf_150","IOf_180","IOf_210","IOf_240","IOf_270","IOf_300","IOt_30","IOt_60","IOt_90","IOt_120","IOt_150","IOt_180","IOt_210","IOt_240","IOt_270","IOt_300","IOe_30","IOe_60","IOe_90","IOe_120","IOe_150","IOe_180","IOe_210","IOe_240","IOe_270","IOe_300"
"P14f-AP5F_2-AP03","PND14","AP5[50uM]","2017_11_09",13,"M",27,"rACSF","rACSF",NA,"Luis",NA,"2017_11_09_1007.atf","2017_11_09_1009.abf",NA,"",0.0548309326204399,0.30373992920358,0.52744610309974,0.65990917682275,0.72245495318872,0.79330761432912,0.81203320025917,0.82962048053636,0.86721813679124,0.8694977998698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451339721686601,0.17380371093686,0.42708587646303,0.58543395996286,0.74232940674133,0.82340393066088,0.90790100097484,0.98002777099299,0.99769439697062,1.003329467774
"P14f-AP5W_1","PND14","AP5[50uM]","2018_01_19",15,"F",40,"rACSF","rACSF",NA,"Scott",NA,"2018_01_19_0003.atf","2018_01_19_0007.abf","0.035","",0.0888671875,0.798004150390625,1.14947509765835,1.39645385742188,1.57382202148438,1.70135498047375,1.80245971679688,1.81893920898438,1.86685180664062,1.9393310546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521270751953125,1.47940063477063,2.36654663086438,3.12612915039563,3.72540283203125,4.12490844726562,4.38449096679688,4.59463500976562,4.76309204101562,4.830566406255
"P14f-AP5W_2","PND14","AP5[50uM]","2018_02_26",15,"F",35,"rACSF","rACSF",NA,"Scott",NA,"2018_02_26_0009.atf","2018_02_26_0016.abf","0.03","Did HFS after LTD",0.10043334961253,0.33895874023558,1.17861938476841,1.49942016601928,1.64337158203293,1.69207763672104,1.79586791992525,1.76116943359589,1.72637939453385,1.74932861328328,0.045501708984375,0.717071533203125,1.279541015625,1.50338745117188,1.69955444336438,1.72238159180188,1.80477905273938,1.76956176758313,1.79928588867188,1.79547119140625,0.902618408201,2.83078002930061,4.86175537109039,6.77960205078221,8.36123657226501,9.58129882809557,10.5890502929431,11.291809082002,11.7685241698938,12.1394348144519
"P14f-AP5W_3","PND14","AP5[50uM]","2018_06_20",14,"F",28.9,"rACSF","rACSF","9:00","Scott",NA,"2018_06_20_0007.atf","2018_06_20_0012.abf","0.05","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045501708984375,0.717071533203125,1.279541015625,1.50338745117188,1.69955444336438,1.72238159180188,1.80477905273938,1.76956176758313,1.79928588867188,1.79547119140625,0.10641479491931,0.44772338866855,1.07153320312937,1.33978271484429,1.52120971679769,1.67553710937936,1.69515991211167,1.73107910155891,1.75891113281068,1.82797241210868
"P14f-AP5W_4","PND14","AP5[50uM]","2018_06_21",15,"M",32,"rACSF","rACSF","11:30","Scott",NA,"2018_06_21_0000.atf","2018_06_21_0008.abf","0.06","[25uM] AP5",0.05648803711013,0.21731567382382,0.68072509765625,0.985839843755,1.167236328125,1.3326416015625,1.47525024414563,1.56094360351562,1.66311645507812,1.72494506836438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2796630859375,0.807861328125,1.4642333984375,2.40103149414062,3.3365478515675,4.22769165039062,5.44287109375,6.567382812505,6.82058715820812,7.37774658203125
"P14f-AP5W_6","PND14","AP5[50uM]","2018_06_21",15,"M",32,"rACSF","rACSF",NA,"Scott",NA,"2018_06_21_0022.atf","2018_06_21_0027.abf",NA,"",0.027557373046875,0.0958251953125,0.48699951172375,0.726898193359375,0.848114013671875,0.94891357422375,0.95623779296875,1.03329467773938,1.03909301758313,1.079833984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P14f-AP5W_7","PND14","AP5[50uM]","2018_10_10",13,"M",25.9,"rACSF","rACSF","9:00","Sunny","R2","2018_10_10_2001.atf","2018_10_10_2008.abf",NA,"",0.60779907226686,1.0452209472694,1.20533996581899,1.30953247069937,1.39090148925894,1.40971618652708,1.42342041015257,1.44557373046759,1.4595825195301,1.45176940917594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61526977539193,1.21786132812623,1.41891845703507,1.5504052734413,1.60010437011822,1.67350036621477,1.67740600586053,1.73259338379029,1.70400573730104,1.70692565918349
"P14f-AP5W_8","PND14","AP5[50uM]","2018_10_10",13,"M",25.9,"rACSF","rACSF","9:00","Scott","L3","2018_10_10_0012.atf","2018_10_10_0018.abf","0.0","",0.68526611328125,1.38740844726562,1.59803466797375,1.69002075195312,1.76950073242688,1.79761352539062,1.78906860351562,1.80796508789063,1.83148803710937,1.78148803710938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267071533203125,0.659906005864375,1.11936645508313,1.52626342773437,1.84649658203625,2.11183471680188,2.317480468755,2.4883056640675,2.62552490234375,2.70653076172375
"P14f-AP5W_10","PND14","AP5[50uM]","2018_10_11",14,"M",30,"rACSF","Sucrose","6:45","Scott","L2","2018_10_11_0000.atf","2018_10_11_0005.abf","0.05","",0.35446166992453,0.72548828125,0.86214599609375,0.9772216796875,1.0333740234375,1.09105224609375,1.135498046875,1.12932739257813,1.1494873046875,1.15975341796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26790771484375,2.92162475585938,4.33150024414562,5.46001586914062,6.32969970703125,7.01047973632812,7.46513061523437,7.83985595703125,8.07774047851563,8.24640502929688
"P14f-AP5W_11","PND14","AP5[50uM]","2018_11_29",13,"M",27.3,"rACSF","rACSF","10:15","Luis","L2","2018_11_29_1023.atf","2018_11_29_1031.abf","0.04","",0.20691528320181,0.79705078125129,1.16085083007676,1.3705297851547,1.47330810547008,1.53001098632428,1.56035583496222,1.60576965331654,1.65668457031383,1.65009826660267,0.078865356445059,0.672895507814752,1.05387268066642,1.29445007324443,1.4397613525393,1.626364746099,1.67963623046876,1.66981628418195,1.60548217773912,1.63828918456758,0.0721795654333097,0.46469421386589,0.88497436523323,1.05724975586312,1.20624206543098,1.24917541503789,1.29910034180047,1.3308227539049,1.35272766113151,1.41238891601176
"P14f-AP5W_12","PND14","AP5[50uM]","2018_11_29",13,"M",27.3,"rACSF","rACSF","10:15","Scott","R4","2018_11_29_0013.atf","2018_11_29_0023.abf","0.035","",0.26683654785282,0.98142395019638,1.24968566894662,1.31583251953274,1.35290527343882,1.39518737793125,1.43200988769671,1.45795593261847,1.50210571289206,1.51505432129034,0.10632324218876,0.67843017578472,1.14386291504027,1.31998291015701,1.36557617187572,1.46886291504032,1.54550170898556,1.55936584472715,1.60429382324333,1.62186279296978,1.05099487304808,2.51543273925909,4.3133056640663,6.20057067871466,7.83044738770148,9.19113769531109,10.4463348388711,11.4636596679725,12.209933471681,12.6245788574107
"P14f-AP5W_13","PND14","AP5[50uM]","2018_11_30",14,"F",27.9,"rACSF","rACSF","11:30","Scott","L3","2018_11_30_0000.atf","2018_11_30_0008.abf","0.03","",0.642303466797605,1.11348266601587,1.35263366699245,1.40353393554761,1.46087341308669,1.47922668457305,1.51378784179464,1.55570983886744,1.59671936035432,1.62146301270056,0.271359252929932,0.882760620117439,1.1751556396487,1.33059997558618,1.41542968750024,1.48745422363304,1.51584167480545,1.63832702636744,1.62149963378982,1.63734436035181,0.94363098144637,2.23539123535317,4.09332580567068,5.78319091796754,7.40311889649072,8.69705810547011,9.63333740235007,10.3704467773474,10.9820129394594,11.3002807617199
"P14f-AP5W_14","PND14","AP5[50uM]","2018_11_30",14,"F",27.9,"rACSF","rACSF","11:30","Luis","L4","2018_11_30_1013.atf","2018_11_30_1018.abf","0.03","",0.11410095214725,0.60486999512091,0.92450500488666,1.07291320801149,1.20533142089479,1.30017456054815,1.35186218261838,1.37502258300901,1.43257263183722,1.42321594238418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06061340332151,0.415984497071,0.8569842529305,1.11662719726684,1.30863830566537,1.41047790527529,1.45511352539228,1.55540222168079,1.60554138183768,1.62912902832171
"P14f-CS_2-CS11","PND14","Control","2017_08_17",14,"F",37,"rACSF","rACSF","2:55","Luis",NA,"2017_08_17_1004.atf","2017_08_17_1007.abf","0.05","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15736242532803,0.367713987829277,0.51428991555992,0.576193249639812,0.61693878173779,0.61704559325729,0.65006866454785,0.66985015868717,0.66167144775831,0.65450897216372
"P14f-CS_3-CS22","PND14","Control","2017_09_09",13,"M",28,"rACSF","rACSF","10:55","Scott",NA,"2017_09_09_0004.atf","2017_09_09_0007.abf","0.05","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16818237304436,0.42190551757952,0.71002197265625,0.851409912109375,1.01278686523438,1.18930053711308,1.29147338867518,1.32113647461114,1.36755371093906,1.38327026367188
"P14f-CS_4-CS23","PND14","Control","2017_09_09",13,"M",28,"rACSF","rACSF",NA,"Luis",NA,"2017_09_09_1000.atf","2017_09_09_1003.abf","0.05","",0.0501159667936708,0.31228790283145,0.595356750488961,0.74194946288984,0.782481384278089,0.78549804687438,0.79216766357251,0.784580993646451,0.812944030763651,0.78717956542781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0497360229946011,0.3517059326623,0.644844055131299,0.7593658446803,0.8466064452951,0.903086853075301,0.9056671142169,0.911717224150999,0.9296478271342,0.9266250610643
"P14f-CS_5-CS24","PND14","Control","2017_09_09",13,"M",28,"rACSF","rACSF",NA,"Sunny",NA,"2017_09_09_2000.atf","2017_09_09_2004.abf","0.05","",0.36574096679829,0.509878540037819,0.58617858886347,0.63026733398323,0.69026794433476,0.67916870117312,0.69812011719136,0.6840332031261,0.68767395019897,0.70841064453519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49446105956661,3.53253479004029,3.97854614257898,4.14902343750107,4.21955261230611,4.23363952636849,4.25264282226634,4.25638732910225,4.25304870605552,4.25610046386833
"P14f-CS_6-CS25","PND14","Control","2017_09_09",13,"M",28,"rACSF","rACSF",NA,"Scott",NA,"2017_09_09_0011.atf","2017_09_09_0014.abf","0.05","",0.34210205078501,0.81951904296998,1.01260375976708,1.03375244140625,1.05633544921875,1.13122558594108,1.16894531250328,1.17703247070593,1.126220703125,1.1297607421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57937622070462,3.64135742188201,5.2724914550815,6.52426147461789,7.34225463867912,7.93908691406366,8.35952758789905,8.62615966797188,8.79421997070451,8.86318969726781
"P14f-CS_7-CS26","PND14","Control","2017_09_09",13,"M",28,"rACSF","rACSF",NA,"Luis",NA,"2017_09_09_1007.atf","2017_09_09_1010.abf","0.05","",0.129928588840999,0.741419982925299,1.064859008816,1.1827774048101,1.3135925293193,1.3009078979626,1.3526992797446,1.3620361327826,1.3084182739614,1.2915817260485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0619781493992999,0.6005752563215,0.8707336425622,1.0323486328504,1.0670578002861,1.1228729248124,1.1287033081273,1.1142532348782,1.0830535888567,1.0455154418468
"P14f-CS_8-CS27","PND14","Control","2017_09_10",14,"M",32,"rACSF","rACSF",NA,"Scott",NA,"2017_09_10_0000.atf","2017_09_10_0003.abf","0.05","",0.37203979492067,0.75537109374653,0.883026123051875,1.02297973633313,1.02932739258313,1.03585815429688,1.08425903320312,1.04452514648438,1.06253051757812,1.05426025391125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31704711914062,3.12701416016125,4.56134033203125,5.57894897461437,6.37545776367188,7.01614379882812,7.41159057617687,7.70181274414562,7.96124267578625,8.1534423828175
"P14f-CS_9-CS28","PND14","Control","2017_09_10",14,"M",32,"rACSF","rACSF",NA,"Scott",NA,"2017_09_10_0010.atf","2017_09_10_0013.abf","0.05","",0.4666748046875,1.03250122070312,1.19717407226562,1.24896240234375,1.28695678710938,1.3194580078125,1.33749389648438,1.311767578125,1.352294921875,1.35842895507812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414764404296875,1.07803344726562,1.5728759765625,1.9468994140625,2.18389892578625,2.37548828125,2.4976806640675,2.55068969727063,2.6209716796925,2.63824462891125
"P14f-CS_10-CS29","PND14","Control","2017_09_11",15,"F",32,"rACSF","rACSF",NA,"Scott",NA,"2017_09_11_0000.atf","2017_09_11_0003.abf","0.05","New person made aCSF, No LTD in Control Slices this day. Omit?",0.05310058593894,0.64874267578472,1.03036499023566,1.15182495117329,1.18560791016008,1.21664428711036,1.29943847656541,1.25503540039145,1.28997802734732,1.31661987305083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90106201172115,2.35208129883222,3.67364501953316,4.7603149414072,5.61291503907138,6.22204589844644,6.68688964844143,6.97491455078409,7.19409179688347,7.39215087891485
"P14f-CS_11-CS30","PND14","Control","2017_09_11",15,"F",32,"rACSF","rACSF",NA,"Scott",NA,"2017_09_11_0007.atf","2017_09_11_0009.abf","0.05","New person made aCSF, No LTD in Control Slices this day. Omit?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23718261718618,0.8200378418008,1.04858398437683,1.19277954101961,1.2322692871113,1.26046752929346,1.26971435546655,1.27221679687682,1.26477050780971,0
"P14f-CS_12-CS36","PND14","Control","2018_01_14",14,"M",29.5,"rACSF","rACSF",NA,"Scott","Mid","2018_01_14_0000.atf","2018_01_14_0003.abf","0.04","",0.53118896484375,1.043212890625,1.17855834960938,1.35897827148938,1.42657470703125,1.49005126953625,1.4639892578125,1.48089599609375,1.50552368164062,1.45330810546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422210693359375,1.06463623047375,1.45098876953125,1.75387573242188,1.96218872070312,2.09503173828625,2.191406250005,2.27017211914062,2.3323974609425,2.3714599609375
"P14f-CS_13-CS37","PND14","Control","2018_01_14",14,"M",29.5,"rACSF","rACSF",NA,"Sunny","Mid","2018_01_14_2000.atf","2018_01_14_2003.abf","0.05","",0.34603729248488,0.726220703122999,0.98718261718318,1.16536102295121,1.26815338134446,1.36225433349552,1.38900299072093,1.45408782959303,1.50663146972222,1.5341812133741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5078521728492,6.3826329231262,8.5192585945116,9.6452125072406,10.4433539867409,11.1006203413003,11.8018624067265,12.0351540923086,12.3726495146724,12.2520547568792
"P14f-CS_15-CS39","PND14","Control","2018_01_14",14,"M",29.5,"rACSF","rACSF",NA,"Luis","Mid","2018_01_14_1007.atf","2018_01_14_1010.abf","0.05","",0.31266113281612,0.58008911132938,0.67612976074343,0.83323242187637,0.94614257812383,1.03020446777727,1.11870788574336,1.17534912109505,1.23309570312131,1.29378967285548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254238891601816,0.60507141113256,0.776848144528506,0.946744995121944,1.09606750488007,1.1830950927757,1.27527832031226,1.25595275878881,1.26671813964818,1.27104858398911
"P14f-CS_16-CS40","PND14","Control","2018_01_15",15,"M",35,"rACSF","rACSF",NA,"Scott","Mid","2018_01_15_0006.atf","2018_01_15_0009.abf","0.04","",0.2459716796875,0.949462890625,1.24005126953125,1.44976806640625,1.52304077148438,1.65118408203125,1.70181274414062,1.69631958007812,1.79330444336438,1.82412719726562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67071533203125,1.75888061523938,2.80502319336438,3.66192626953125,4.31939697266125,4.790771484375,5.14227294921875,5.35708618164062,5.55728149414562,5.65786743164062
"P14f-CS_17-CS41","PND14","Control","2018_01_15",15,"M",35,"rACSF","rACSF",NA,"Luis","Mid","2018_01_15_1004.atf","2018_01_15_1007.abf","0.03","Temp not working on luis rig. Potential source of earlier 2 days issues",0.527547607422245,0.898847656252371,1.00051269531114,1.03650512695375,1.02471771240222,1.04927459716867,1.04493621826236,1.02554931640681,1.03690063476577,1.04797760009829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0822027587846001,0.54740875244207,0.85719360351619,1.01552612304882,1.15012329101877,1.21267089843812,1.25101165771425,1.26292785644337,1.32361145019591,1.33636962890691
"P14f-CS_20-CS44","PND14","Control","2018_01_17",13,"M",35,"rACSF","rACSF",NA,"Luis",NA,"2018_01_17_1003.atf","2018_01_17_1007.abf","0.05","Omit: temp broken",0.333595581054938,0.719019165039305,0.894984741211179,0.948231811524179,0.953600463867429,0.966268920899197,0.992348632812747,0.955281372071072,0.960376586914318,0.944881591797616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04069702148051,0.34745849609001,0.61664428711294,0.82861389160536,0.94105163573848,1.06168395996464,1.08301696776966,1.15561767578491,1.16811767578277,1.17126403808711
"P14f-CS_21-CS45","PND14","Control","2018_01_18",14,"F",37,"rACSF","rACSF",NA,"Scott","X2","2018_01_18_0003.atf","2018_01_18_0007.abf","0.02","",0.082855224609375,0.39373779297375,0.88208007813,1.19216918945813,1.44918823242188,1.60940551757812,1.70343017578125,1.75494384765625,1.80590820313,1.8260498046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91497802734198,2.99633789062318,5.19689941406074,7.04376220703426,8.58132934570619,9.91091918944976,10.78723144536,11.4273986816883,12.0400695800508,12.3636779785388
"P14f-CS_22-CS46","PND14","Control","2018_01_18",14,"F",37,"rACSF","rACSF",NA,"Luis","X3","2018_01_18_1000.atf","2018_01_18_1003.abf","0.03","This was when heating issue on Luis rig was noticed",0.433407592773197,0.734121093750248,0.81663940429713,0.902455444336182,0.893718872070561,0.933309326172625,0.953562622071071,0.981095581055439,0.977620849609631,1.00056213378933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024511718749751,0.145657348633074,0.424908447265871,0.599086914062252,0.712481689452868,0.812399902344007,0.883500976562752,0.916411743164321,0.976495971679932,0.961464233399356
"P14f-CS_23-CS47","PND14","Control","2018_01_19",15,"F",40,"rACSF","rACSF",NA,"Luis",NA,"2018_01_19_1005.atf","2018_01_19_1009.abf","0.05","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12291137695192,0.50410339355089,0.78598205566516,0.9709356689441,1.13267578125119,1.22684387207168,1.28171447753532,1.33281433105109,1.36298095703501,1.42269226074342
"P14f-CS_24-CS48","PND14","Control","2018_06_20",14,"F",28.9,"rACSF","rACSF",NA,"Luis",NA,"2018_06_20_1006.atf","2018_06_20_1009.abf","0.05","",0.0753320312548009,0.423075561480299,0.568959350579201,0.6389263915583,0.666734008744699,0.6812152099541,0.691831665021899,0.694495239214499,0.6901123046812,0.695549316437901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041809692383065,0.253793945312259,0.40654907226538,0.506649780273675,0.566571044922113,0.605734252929927,0.628608398437745,0.647571411132559,0.67212341308619,0.648941650390874
"P14f-CS_27","PND14","Control","2018_11_29",13,"M",27.3,"rACSF","rACSF","10:15","Scott","L3","2018_11_29_0000.atf","2018_11_29_0005.abf","0.05","",0.440213012691329,0.858740234371461,1.04627990723011,1.18494873046767,1.26193847656377,1.33673706055065,1.3603973388658,1.37547912597789,1.46026611328515,1.49103698730594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3782196045018,3.3387939453167,5.3474517822326,7.2666503906359,9.0547058105493,10.663211059578,12.114367675793,13.316674804701,14.2893096923873,15.1779388427788
"P14f-S_2-S3","PND14","EtOH[50mM]","2017_07_07",15,"M",35,"rACSF","rACSF",NA,"Scott",NA,"2017_07_07_0000.atf","2017_07_07_0004.abf","0.05","",0.09106445312163,0.4588623046875,0.696441650390625,0.784088134765625,0.865020751953125,0.96380615234375,0.990814208984375,1.072509765625,1.05816650390625,1.10195922851562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821075439453125,1.53372192383313,2.00540161132812,2.29849243164563,2.4964599609425,2.68255615234375,2.7479248046875,2.82513427734875,2.81369018554688,2.85629272460938
"P14f-S_3-S4","PND14","EtOH[50mM]","2017_07_07",15,"M",35,"rACSF","rACSF",NA,"Scott",NA,"2017_07_07_0012.atf","2017_07_07_0016.abf","0.05","",0.08502197265625,0.788818359375,0.9910888671925,1.08370971679688,1.14938354492688,1.2139892578125,1.25527954101562,1.30880737305188,1.3291015625,1.32693481445813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31072998046875,2.51278686523938,3.48980712890625,4.1834716796925,4.68734741211437,5.02532958984375,5.254638671875,5.42944335938,5.55380249023438,5.60055541992687
"P14f-S_4-S9","PND14","EtOH[50mM]","2017_08_16",13,"M",35,"rACSF","rACSF",NA,"Scott",NA,"2017_08_16_0000.atf","2017_08_16_0004.abf","0.04","Great recording w LTD",0.29180908203625,0.582122802739375,0.7657470703125,0.817474365234375,0.90301513672375,0.949859619140625,0.91619873046808,0.92462158202945,0.896820068359375,0.943145751957415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07244873047279,2.0842895507828,2.96212768555284,3.60171508789982,4.05783081055303,4.36544799805267,4.60656738281679,4.8011474609408,4.91937255860002,5.03115844727182
"P14f-S_5-S10","PND14","EtOH[50mM]","2017_08_16",13,"M",35,"rACSF","rACSF",NA,"Scott",NA,"2017_08_16_0011.atf","2017_08_16_0015.abf","0.05","",0.31781005859583,0.61990356445488,0.73291015625377,0.84707641601704,0.87985229492558,0.89215087890765,0.9304199218776,0.97985839843861,0.96124267578379,0.99121093749755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10531616211323,4.36114501953512,6.09310913086126,7.5128173828139,8.4926147460954,9.23507690430385,9.77563476563328,10.1846313476577,10.3746032714931,10.6401977539094
"P14f-S_6-S11","PND14","EtOH[50mM]","2018_01_17",13,"M",35,"rACSF","rACSF",NA,"Scott",NA,"2018_01_17_0016.atf","2018_01_17_0020.abf","0.028","",0.0741882324243399,0.53436279297132,0.99105834960686,1.25411987304386,1.47894287109132,1.56878662109626,1.63082885741928,1.7316284179658,1.76062011718528,1.77288818359176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7760009765675,2.04144287109375,3.33486938476562,4.5192565917962,5.4713134765651,6.20849609374745,6.78344726562281,7.24423217773177,7.53958129883095,7.74743652343946
"P14f-S_7-S12","PND14","EtOH[50mM]","2018_01_17",13,"F",33,"rACSF","rACSF",NA,"Scott","X3","2018_01_17_0026.atf","2018_01_17_0031.abf","0.02","2nd animal of the day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10046386719038,0.44256591796622,0.9662170410175,1.37265014648137,1.74188232421565,2.00399780273661,2.17034912109057,2.29977416991909,2.34103393555016,2.33312988281031
"P14f-S_8-S13","PND14","EtOH[50mM]","2018_01_17",13,"F",33,"rACSF","rACSF",NA,"Scott",NA,"2018_01_17_0039.atf","2018_01_17_0044.abf","0.03","First IO done at 0.03 mA",0.089324951171875,0.5347900390625,0.9534912109375,1.29913330078125,1.51995849609875,1.64755249023438,1.68331909180188,1.68603515625,1.754394531255,1.80853271484875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7831420898414,1.89001464843554,3.08071899413768,4.23382568359063,5.18304443359151,6.05856323241929,6.62191772461254,7.16659545898129,7.45452880859148,7.71139526367476
"P14f-S_9-S14","PND14","EtOH[50mM]","2018_01_18",14,"F",37,"rACSF","rACSF",NA,"Scott",NA,"2018_01_18_0011.atf","2018_01_18_0015.abf","0.02","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055633544921875,0.3067626953125,0.79034423828125,1.05322265625,1.22125244141125,1.28463745117688,1.3753662109425,1.37759399414062,1.426513671875,1.48977661133313
"P14f-S_10","PND14","EtOH[50mM]","2018_10_11",14,"M",31,"rACSF","Sucrose","6:45","Luis","R2","2018_10_11_1000.atf","2018_10_11_1006.abf","0.035","",0.33010375976946,0.88844909668076,1.18678710937115,1.3101617431679,1.38656433105607,1.43183471679555,1.45371093749885,1.48190734863662,1.49792114257444,1.36885070800634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0348303222642405,0.252450561524601,0.74445190430069,1.02416198730597,1.24739624023808,1.32897094726688,1.40976684569929,1.44039428711069,1.47409729003506,1.50845214844143
"P14f-S_11","PND14","EtOH[50mM]","2018_10_11",14,"M",31,"rACSF","Sucrose","6:45","Scott","R3","2018_10_11_0026.atf","2018_10_11_0032.abf","0.035","",0.147406005859375,0.512554931640625,0.68641357421875,0.73680419921875,0.769696044921875,0.781036376953125,0.8029541015625,0.83792724609375,0.83662109375,0.84493408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4595458984375,1.355615234375,2.37139282227063,3.32376708984375,4.133740234375,4.770263671875,5.281152343755,5.70282592773438,5.9969482421925,6.22969970703125
"P14f-S_12","PND14","EtOH[50mM]","2018_10_11",14,"M",31,"rACSF","Sucrose","6:45","Luis","L3","2018_10_11_1015.atf","2018_10_11_1020.abf","0.03","",0.10549804687385,0.63908203124872,0.85978393555074,0.990496215819,1.06403686523802,1.09307128906142,1.11022094726704,1.14818420409783,1.1752490234413,1.19806152343625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0691119384778598,0.43296813965216,0.67714111328502,0.82440429687631,0.87093383789202,0.92867004394425,0.95396911620955,1.01510437011337,1.02201843261838,1.02371398925634
"P14f-SS_4-SS24","PND14","EtOH[100mM]","2017_07_06",14,"M",31,"rACSF","rACSF",NA,"Scott",NA,"2017_07_06_0000.atf","2017_07_06_0004.abf","0.08","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31726074218948,0.58636474609736,0.65359497070607,0.71176147460631,0.78448486327965,0.77688598633098,0.78833007812336,0.78390502929878,0.82412719726168,0.85440063476431
