"Slice","AgeGroup","Treatment","Date","Age","Sex","Weight","rSoln","xSoln","Cut.Time","Rig","HP","FirstIO","StimFile","StimMag","Comment","PPreR_f","PPreR_t","PPostR_1"
"P21f-CS_25","PND21","Control","2018_12_06",20,"M",45,"rACSF","rACSF","8:45","Scott","R4","2018_12_06_0028.atf","2018_12_06_0035.abf","0.02","First IO done at 0.035mA",0.904533196858799,0.921038943517856,1.0647667667395
"P21f-CS_26","PND21","Control","2018_12_06",20,"M",45,"rACSF","rACSF","8:45","Luis","R4","2018_12_06_1033.atf","2018_12_06_1041.abf","0.035","No",0.880988361005577,0.92822932493614,0.945343943895544
"P21f-CS_27","PND21","Control","2018_12_08",22,"F",63,"rACSF","rACSF","2:40","Scott","R3","2018_12_08_0016.atf","2018_12_08_0024.abf",".0.25","",0.929561055977771,0.979160461635766,1.01835359214957
"P21f-S_1-S5","PND21","EtOH[50mM]","2017_07_12",20,"M",49,"rACSF","rACSF",NA,"Scott","xx","2017_07_12_0000.atf","2017_07_12_0004.abf","0.0","",0.991865245073515,NA,1.02672082086335
"P21f-S_2-S6","PND21","EtOH[50mM]","2017_07_12",20,"M",49,"rACSF","rACSF",NA,"Scott","xx","2017_07_12_0012.atf","2017_07_12_0016.abf","0.0","",0.903865313556342,NA,0.968100619758404
"P21f-S_3-S15","PND21","EtOH[50mM]","2018_01_24",20,"F",62,"rACSF","rACSF",NA,"Scott","xx","2018_01_24_0002.atf","2018_01_24_0006.abf","0.0","",1.0771007050855,NA,0.990380895175097
"P21f-S_4-S16","PND21","EtOH[50mM]","2018_01_24",20,"F",62,"rACSF","rACSF",NA,"Scott","xx","2018_01_24_0014.atf","2018_01_24_0019.abf","0.0","",1.06581990689356,NA,1.05068508343957
"P21f-S_5","PND21","EtOH[50mM]","2018_06_28",22,"F",57,"rACSF","rACSF",NA,"Scott","xx","2018_06_28_0003.atf","2018_06_28_0008.abf","0.0","",1.02265337827581,NA,1.08545967303646
"P21f-S_6","PND21","EtOH[50mM]","2018_06_28",22,"F",57,"rACSF","rACSF",NA,"Scott","xx","2018_06_28_0016.atf","2018_06_28_0022.abf","0.0","",0.980970359431469,NA,1.03144625834392
"P21f-S_7","PND21","EtOH[50mM]","2018_06_28",22,"F",57,"rACSF","rACSF",NA,"Luis","xx","2018_06_28_1030.atf","2018_06_28_1035.abf","0.0","",1.06881056714741,NA,1.10215427113186
"P21f-S_8","PND21","EtOH[50mM]","2018_10_17",20,"M",63.5,"rACSF","Sucrose","7:00","Scott","xx","2018_10_17_0008.atf","2018_10_17_0015.abf","0.0","",1.02372860630987,NA,0.975248665453643
"P21f-S_9","PND21","EtOH[50mM]","2018_10_17",20,"M",63.5,"rACSF","Sucrose","7:00","Scott","xx","2018_10_17_0021.atf","2018_10_17_0026.abf","0.0","",0.93982721083624,NA,0.984300190733232
"P21f-S_10","PND21","EtOH[50mM]","2018_10_18",21,"F",63,"rACSF","Sucrose","8:00","Scott","xx","2018_10_18_0030.atf","2018_10_18_0039.abf","0.0","",0.942177004335157,0.978019814424113,0.956086198207709
"P21f-S_11","PND21","EtOH[50mM]","2018_10_18",21,"F",63,"rACSF","Sucrose","8:00","Luis","xx","2018_10_18_1033.atf","2018_10_18_1041.abf","0.0","",1.10642787767056,NA,1.01280409908233
"P21f-S_12","PND21","EtOH[50mM]","2018_10_19",22,"M",73,"rACSF","Sucrose","11:45","Luis","xx","2018_10_19_1003.atf","2018_10_19_1008.abf","0.0","",1.00238731451257,NA,0.917569794640529
"P21f-S_13","PND21","EtOH[50mM]","2018_10_19",22,"M",73,"rACSF","Sucrose","11:45","Scott","xx","2018_10_19_0011.atf","2018_10_19_0017.abf","0.0","",0.878197658287111,NA,0.928740644984386
"P21f-S_14","PND21","EtOH[50mM]","2018_12_06",20,"M",45,"rACSF","rACSF","8:45","Scott","R2","2018_12_06_0015.atf","2018_12_06_0023.abf","0.025","",0.889533468110298,0.935112089765624,0.977452917592512
"P21f-S_15","PND21","EtOH[50mM]","2018_12_08",22,"F",63,"rACSF","rACSF","2:40","Scott","L3","2018_12_08_0000.atf","2018_12_08_0011.abf","0.035","",0.97365356174445,1.00573999918455,1.03374996136174
"P21f-S_16","PND21","EtOH[50mM]","2018_12_08",22,"F",63,"rACSF","rACSF","2:40","Luis","R3","2018_12_08_1000.atf","2018_12_08_1009.abf","0.035","",0.93146671623364,1.00086777764079,1.05782780316038
"P21f-SS_1-SS9","PND21","EtOH[100mM]","2017_06_22",20,"M",48,"rACSF","rACSF",NA,"Scott","xx","2017_06_22_0000.atf","2017_06_22_0004.abf","0.0","",0.927844787745635,NA,NA
"P21f-SS_2-SS10","PND21","EtOH[100mM]","2017_06_22",20,"M",48,"rACSF","rACSF",NA,"Scott","xx","2017_06_22_0008.atf","2017_06_22_0012.abf","0.0","",1.00816068386531,NA,0.991857113276889
"P21f-SS_3-SS11","PND21","EtOH[100mM]","2017_06_22",20,"M",48,"rACSF","rACSF",NA,"Scott","xx","2017_06_22_0024.atf","2017_06_22_0028.abf","0.0","",0.995561402667338,NA,1.1613835366984
"P21f-SS_4-SS12","PND21","EtOH[100mM]","2017_06_23",21,"F",49,"rACSF","rACSF",NA,"Scott","xx","2017_06_23_0000.atf","2017_06_23_0005.abf","0.0","",0.999077245614618,NA,1.18863772125452
"P21f-SS_5-SS13","PND21","EtOH[100mM]","2017_06_23",21,"F",49,"rACSF","rACSF",NA,"Scott","xx","2017_06_23_0017.atf","2017_06_23_0021.abf","0.0","",0.987681088006198,NA,0.980103033126839
"P21f-SS_6-SS14","PND21","EtOH[100mM]","2017_06_23",21,"F",49,"rACSF","rACSF",NA,"Scott","xx","2017_06_23_0025.atf","2017_06_23_0029.abf","0.0","",1.05668202945206,NA,1.12430166633401
"P21f-SS_7-SS15","PND21","EtOH[100mM]","2017_06_24",22,"F",56,"rACSF","rACSF",NA,"Scott","xx","2017_06_24_0000.atf","2017_06_24_0004.abf","0.0","",0.954712824965774,NA,0.980311140238128
"P21f-SS_8-SS16","PND21","EtOH[100mM]","2017_06_24",22,"F",56,"rACSF","rACSF",NA,"Scott","xx","2017_06_24_0008.atf","2017_06_24_0011.abf","0.0","",NA,NA,1.01258872956149
"P21f-SS_9-SS17","PND21","EtOH[100mM]","2017_06_24",22,"F",56,"rACSF","rACSF",NA,"Scott","xx","2017_06_24_0016.atf","2017_06_24_0020.abf","0.0","",1.03311361719508,NA,0.961595503511629
"P21f-SS_10-SS18","PND21","EtOH[100mM]","2017_06_24",22,"F",56,"rACSF","rACSF",NA,"Scott","xx","2017_06_24_0024.atf","2017_06_24_0028.abf","0.0","",0.923717443427113,NA,0.987060815783508
"P21f-SS_11","PND21","EtOH[100mM]","2018_06_26",20,"F",51.8,"rACSF","rACSF",NA,"Scott","xx","2018_06_26_0000.atf","2018_06_26_0005.abf","0.0","",0.967113234326614,NA,1.13986641893619
"P21f-SS_12","PND21","EtOH[100mM]","2018_06_26",20,"F",51.8,"rACSF","rACSF",NA,"Luis","xx","2018_06_26_1003.atf","2018_06_26_1008.abf","0.0","",1.07531128431241,NA,1.18882028216747
"P21f-SS_13","PND21","EtOH[100mM]","2018_06_26",20,"F",51.8,"rACSF","rACSF",NA,"Luis","xx","2018_06_26_1017.atf","2018_06_26_1022.abf","0.0","",1.09202429973304,NA,1.14484086661123
"P21f-SS_14","PND21","EtOH[100mM]","2018_10_18",21,"F",63,"rACSF","Sucrose","8:00","Scott","xx","2018_10_18_0020.atf","2018_10_18_0025.abf","0.0","",0.971275760787997,NA,1.06837320079012
"P21f-SS_15","PND21","EtOH[100mM]","2018_10_18",21,"F",63,"rACSF","Sucrose","8:00","Luis","xx","2018_10_18_1016.atf","2018_10_18_1021.abf","0.0","",1.02687001124979,NA,1.00922284671381
"P28f-AP5F_1-AP14","PND28","AP5[50uM]","2017_11_23",27,"F",88,"rACSF","rACSF",NA,"Scott","xx","2017_11_23_0003.atf","2017_11_23_0006.abf","0","",1.06162262090737,NA,1.01209021990765
"P28f-AP5F_2-AP15","PND28","AP5[50uM]","2017_11_23",27,"F",88,"rACSF","rACSF",NA,"Scott","xx","2017_11_23_0017.atf","2017_11_23_0020.abf","0","",1.21966900380404,NA,1.05531879305705
"P28f-AP5F_3-AP16","PND28","AP5[50uM]","2017_11_24",28,"M",99,"rACSF","rACSF",NA,"Scott","xx","2017_11_24_0001.atf","2017_11_24_0004.abf","0.0","",1.02519596443398,NA,0.985840528580776
"P28f-AP5F_4-AP17","PND28","AP5[50uM]","2017_11_24",28,"M",99,"rACSF","rACSF",NA,"Luis","xx","2017_11_24_1000.atf","2017_11_24_1006.abf","0.0","",1.09591663282932,NA,1.04211576571406
"P28f-AP5F_5-AP18","PND28","AP5[50uM]","2017_11_24",28,"M",99,"rACSF","rACSF",NA,"Scott","xx","2017_11_24_0018.atf","2017_11_24_0022.abf","0.0","",1.02256129231007,NA,1.00094516797037
"P28f-AP5W_6","PND28","AP5[50uM]","2018_10_24",27,"F",88,"rACSF","rACSF","9:15","Luis","R4","2018_10_24_1015.atf","2018_10_24_1020.abf","0.04","",1.14391378537096,NA,1.03501739970727
"P28f-AP5W_7","PND28","AP5[50uM]","2018_12_13",27,"F",88,"rACSF","rACSF","12:45","Scott","L3","2018_12_13_0003.atf","2018_12_13_0012.abf","0.04","",0.908987209669283,0.933118097837703,0.915125159851126
"P28f-AP5W_8","PND28","AP5[50uM]","2018_12_13",27,"F",88,"rACSF","rACSF","12:45","Luis","R3","2018_12_13_1013.atf","2018_12_13_1022.abf","0.03","",0.916981988366059,1.06487668639605,1.02227608623311
"P28f-AP5W_9","PND28","AP5[50uM]","2018_12_14",28,"M",85,"rACSF","rACSF","2:55","Luis","L3","2018_12_14_1000.atf","2018_12_14_1009.abf","0.04","",0.9756484230509,0.963029741195343,0.895254760139073
"P28f-AP5W_10","PND28","AP5[50uM]","2018_12_14",28,"M",85,"rACSF","rACSF","2:55","Luis","R2","2018_12_14_1014.atf","2018_12_14_1023.abf","0.03","",0.923599225130578,1.00626210088869,0.986129183966242
"P28f-CS_2-CS7","PND28","Control","2017_06_30",27,"M",90,"rACSF","rACSF",NA,"Sunny","xx","2017_06_30_2000.atf","2017_06_30_2003.abf",NA,"",1.17108860345442,NA,1.27832095727131
"P28f-CS_3-CS8","PND28","Control","2017_06_30",27,"M",90,"rACSF","rACSF",NA,"Sunny","xx","2017_06_30_2010.atf","2017_06_30_2013.abf","0.0","",1.19803224177457,NA,1.36356512549497
"P28f-CS_4-CS9","PND28","Control","2017_07_01",28,"M",93,"rACSF","rACSF",NA,"Sunny","xx","2017_07_01_2000.atf","2017_07_01_2003.abf","0","",1.01031010374447,NA,1.20102224974469
"P28f-CS_5-CS10","PND28","Control","2017_07_01",28,"M",93,"rACSF","rACSF",NA,"Sunny","xx","2017_07_01_2007.atf","2017_07_01_2010.abf",NA,"",1.04546804510155,NA,1.33498774982472
"P28f-CS_6-CS12","PND28","Control","2017_08_31",28,"M",95,"rACSF","rACSF",NA,"Scott","xx","2017_08_31_0000.atf","2017_08_31_0003.abf","0.0","",1.17897467398276,NA,0.932799658290865
"P28f-CS_7-CS13","PND28","Control","2017_08_31",28,"M",95,"rACSF","rACSF",NA,"Scott","xx","2017_08_31_0008.atf","2017_08_31_0011.abf","0.0","",0.99091456576816,NA,1.03996614296809
"P28f-CS_8-CS18","PND28","Control","2017_08_31",28,"M",95,"rACSF","rACSF",NA,"Luis","xx","2017_08_31_1000.atf","2017_08_31_1004.abf","0.0","",0.926553975718196,NA,0.878404902704918
"P28f-CS_9-CS21","PND28","Control","2017_09_01",29,"F",104,"rACSF","rACSF",NA,"Luis","xx","2017_09_01_1000.atf","2017_09_01_1003.abf","0.0","",0.925210777561618,NA,1.00979632816701
"P28f-CS_10-CS32","PND28","Control","2017_11_24",28,"M",99,"rACSF","rACSF",NA,"Sunny","xx","2017_11_24_2000.atf","2017_11_24_2003.abf","0.0","",0.996811389687404,NA,0.989151196998816
"P28f-CS_11-CS33","PND28","Control","2017_11_24",28,"M",99,"rACSF","rACSF",NA,"Sunny","xx","2017_11_24_2008.atf","2017_11_24_2012.abf","0.0","",1.26479144358494,NA,1.26376567220351
"P28f-CS_12-CS34","PND28","Control","2017_11_25",29,"M",99,"rACSF","rACSF",NA,"Luis","xx","2017_11_25_1004.atf","2017_11_25_1007.abf","0.0","",0.994865096773376,NA,0.977731777543266
"P28f-CS_13-CS35","PND28","Control","2017_11_25",29,"M",99,"rACSF","rACSF",NA,"Sunny","xx","2017_11_25_2003.atf","2017_11_25_2006.abf","0.0","",1.13024050105803,NA,0.97724997016512
"P28f-CS_14-CS56","PND28","Control","2018_01_27",27,"F",88,"rACSF","rACSF",NA,"Scott","xx","2018_01_27_0007.atf","2018_01_27_0012.abf","0","Omit this day due to heating issues",1.07085174017617,NA,0.941671032811573
"P28f-CS_15-CS57","PND28","Control","2018_01_27",27,"F",88,"rACSF","rACSF",NA,"Luis","xx","2018_01_27_1003.atf","2018_01_27_1006.abf","0","Omit due to heating issue",1.09991250753893,NA,1.02801819682458
"P28f-CS_16-CS58","PND28","Control","2018_01_27",27,"F",88,"rACSF","rACSF",NA,"Scott","xx","2018_01_27_0018.atf","2018_01_27_0022.abf","0","Omit due to heating issue",1.00853147688396,NA,0.968071618449551
"P28f-CS_17-CS59","PND28","Control","2018_01_27",27,"F",88,"rACSF","rACSF",NA,"Luis","xx","2018_01_27_1012.atf","2018_01_27_1016.abf","0","Fixed heating issue on this slice",1.04419376527742,NA,1.06923376130798
"P28f-CS_18-CS60","PND28","Control","2018_01_28",28,"F",96,"rACSF","rACSF",NA,"Luis","xx","2018_01_28_1003.atf","2018_01_28_1008.abf","0.0","",1.04335739214327,NA,1.04954045150057
"P28f-CS_19-CS61","PND28","Control","2018_01_28",28,"F",96,"rACSF","rACSF",NA,"Scott","xx","2018_01_28_0009.atf","2018_01_28_0014.abf","0.0","",1.05743962498678,1.07631695231366,1.01969597454427
"P28f-CS_20-CS62","PND28","Control","2018_01_28",28,"F",96,"rACSF","rACSF",NA,"Luis","xx","2018_01_28_1015.atf","2018_01_28_1021.abf","0.0","",1.10701963593714,1.13568255073959,1.04462119083814
"P28f-CS_21-CS63","PND28","Control","2018_01_31",27,"M",108,"rACSF","rACSF",NA,"Scott","xx","2018_01_31_0004.atf","2018_01_31_0008.abf","0.0","",1.07085819226048,NA,1.00509644512759
"P28f-CS_22-CS64","PND28","Control","2018_01_31",27,"M",108,"rACSF","rACSF",NA,"Luis","xx","2018_01_31_1000.atf","2018_01_31_1005.abf","0.0","",1.01132629383734,NA,0.964343079192143
"P28f-CS_23-CS65","PND28","Control","2018_01_31",27,"M",108,"rACSF","rACSF",NA,"Luis","xx","2018_01_31_1009.atf","2018_01_31_1013.abf","0.0","",1.04403033427529,NA,0.98236119235445
"P28f-CS_24-CS66","PND28","Control","2018_02_01",28,"M",111,"rACSF","rACSF",NA,"Luis","xx","2018_02_01_1000.atf","2018_02_01_1003.abf","0.0","",1.02468978507885,NA,0.996686297628535
"P28f-CS_25-CS67","PND28","Control","2018_02_01",28,"M",111,"rACSF","rACSF",NA,"Luis","xx","2018_02_01_1012.atf","2018_02_01_1016.abf","0.0","",0.946708939103075,NA,0.992332002790796
"P28f-CS_26","PND28","Control","2018_08_13",28,"F",96.8,"rACSF","Sucrose",NA,"Luis","xx","2018_08_13_1000.atf","2018_08_13_1005.abf","0","",0.99024394091247,NA,0.99695562855126
"P28f-CS_27","PND28","Control","2018_08_13",28,"F",96.8,"rACSF","Sucrose",NA,"Sunny","xx","2018_08_13_2005.atf","2018_08_13_2008.abf","0","",1.2345841876342,NA,1.02359447060961
"P28f-CS_28","PND28","Control","2018_08_13",28,"F",96.8,"rACSF","Sucrose",NA,"Luis","xx","2018_08_13_1013.atf","2018_08_13_1016.abf","0","",1.00677156265355,NA,0.930501969646217
"P28f-CS_29","PND28","Control","2018_08_13",28,"F",96.8,"rACSF","Sucrose",NA,"Sunny","xx","2018_08_13_2018.atf","2018_08_13_2021.abf","0","",1.01775320864947,NA,1.04218280670433
"P28f-CS_30","PND28","Control","2018_08_13",28,"F",96.8,"rACSF","Sucrose",NA,"Scott","xx","2018_08_13_0004.atf","2018_08_13_0007.abf","0","",0.959277987076019,NA,0.964215905971168
"P28f-CS_31","PND28","Control","2018_08_14",29,"F",107,"rACSF","Sucrose",NA,"Luis","xx","2018_08_14_1004.atf","2018_08_14_1007.abf","0","",1.05708356585072,NA,1.03400617157763
"P28f-CS_32","PND28","Control","2018_08_14",29,"F",107,"rACSF","Sucrose",NA,"Sunny","xx","2018_08_14_2000.atf","2018_08_14_2003.abf","0","",1.30765651522923,NA,1.29985695011654
"P28f-CS_33","PND28","Control","2018_08_14",29,"F",107,"rACSF","Sucrose",NA,"Luis","xx","2018_08_14_1017.atf","2018_08_14_1021.abf","0","",1.08043753461923,NA,1.06474124431445
"P28f-CS_34","PND28","Control","2018_08_15",30,"M",135,"rACSF","Sucrose",NA,"Sunny","xx","2018_08_15_2000.atf","2018_08_15_2004.abf","0","",0.981169201005625,NA,1.13551650065776
"P28f-CS_35","PND28","Control","2018_08_15",30,"M",135,"rACSF","Sucrose",NA,"Luis","xx","2018_08_15_1009.atf","2018_08_15_1014.abf","0","",1.08474244679086,NA,1.02008414639029
"P28f-CS_36","PND28","Control","2018_08_15",30,"M",135,"rACSF","Sucrose",NA,"Scott","xx","2018_08_15_0008.atf","2018_08_15_0011.abf","0","",1.08048293129744,NA,1.04268882691098
"P28f-CS_37","PND28","Control","2018_10_26",29,"F",96,"rACSF","Sucrose","2:45","Luis","R","2018_10_26_1025.atf","2018_10_26_1029.abf","0.05","",0.935732779831522,NA,0.959329843617366
"P28f-CS_38","PND28","Control","2018_12_13",27,"F",88,"rACSF","rACSF","12:45","Luis","L4","2018_12_13_1000.atf","2018_12_13_1008.abf","0.03","",0.874830748309929,0.93504763619312,0.962999984207947
"P28f-S_2","PND28","EtOH[50mM]","2017_05_17",27,"F",73,"rACSF","rACSF",NA,"Scott","xx","2017_05_17_0000.atf","2017_05_17_0004.abf","0","",1.20890687332231,NA,NA
"P28f-S_3","PND28","EtOH[50mM]","2017_05_17",27,"F",73,"rACSF","rACSF",NA,"Scott","xx","2017_05_17_0007.atf","2017_05_17_0011.abf","0","",1.11545483836181,NA,NA
"P28f-S_4-S7","PND28","EtOH[50mM]","2017_07_19",27,"F",83,"rACSF","rACSF",NA,"Scott","xx","2017_07_19_0000.atf","2017_07_19_0004.abf","0.0","",0.940642305051819,NA,0.983667526843621
"P28f-S_5-S8","PND28","EtOH[50mM]","2017_07_19",27,"F",83,"rACSF","rACSF",NA,"Scott","xx","2017_07_19_0008.atf","2017_07_19_0013.abf","0.0","",0.984749253324357,NA,1.0233560977437
"P28f-S_6-S17","PND28","EtOH[50mM]","2018_01_31",27,"M",108,"rACSF","rACSF",NA,"Scott","xx","2018_01_31_0016.atf","2018_01_31_0022.abf","0.0","",1.05179998791386,NA,1.03891472394097
"P28f-S_7-S18","PND28","EtOH[50mM]","2018_02_01",28,"M",111,"rACSF","rACSF",NA,"Scott","xx","2018_02_01_0003.atf","2018_02_01_0012.abf","0.0","",1.01151295071451,NA,0.880231457564698
"P28f-S_8-S19","PND28","EtOH[50mM]","2018_02_01",28,"M",111,"rACSF","rACSF",NA,"Scott","xx","2018_02_01_0023.atf","2018_02_01_0028.abf","0.0","",0.996108545633438,NA,0.944911854524586
"P28f-S_9","PND28","EtOH[50mM]","2018_07_04",28,"M",99.7,"rACSF","rACSF",NA,"Luis","xx","2018_07_04_1023.atf","2018_07_04_1028.abf","0.0","",1.1551274507522,NA,1.08908717507778
"P28f-S_10","PND28","EtOH[50mM]","2018_10_24",27,"F",88,"rACSF","rACSF","9:15","Scott","L3","2018_10_24_0007.atf","2018_10_24_0014.abf","0.02","",0.938975676255497,NA,0.932689634585561
"P28f-S_11","PND28","EtOH[50mM]","2018_10_26",29,"F",96,"rACSF","Sucrose","2:45","Scott","L3","2018_10_26_0031.atf","2018_10_26_0040.abf","0.03",NA,0.901543434755792,0.931438032446556,NA
"P28f-S_12","PND28","EtOH[50mM]","2018_12_15",29,"F",90,"rACSF","rACSF","12:45","Luis","R3","2018_12_15_1000.atf","2018_12_15_1009.abf","0.04","",0.961053955428071,1.00221576751459,0.974745777610331
"P28f-SS_3-SS19","PND28","EtOH[100mM]","2017_06_29",26,"M",86,"rACSF","rACSF",NA,"Scott","xx","2017_06_29_0000.atf","2017_06_29_0004.abf","0.0","",1.00552461769736,NA,0.991087705084188
"P28f-SS_4-SS_20","PND28","EtOH[100mM]","2017_06_29",26,"M",86,"rACSF","rACSF",NA,"Scott","xx","2017_06_29_0008.atf","2017_06_29_0012.abf","0","",0.943558815862895,NA,1.0386405318437
"P28f-SS_5-SS_21","PND28","EtOH[100mM]","2017_06_29",26,"M",86,"rACSF","rACSF",NA,"Scott","xx","2017_06_29_0020.atf","2017_06_29_0024.abf","0","",0.995240550508879,NA,0.938493539026969
"P28f-SS_6-SS22","PND28","EtOH[100mM]","2017_07_01",28,"M",93,"rACSF","rACSF",NA,"Scott","xx","2017_07_01_0001.atf","2017_07_01_0006.abf","0.0","",0.997524981189456,NA,1.04423197370164
"P28f-SS_7-SS23","PND28","EtOH[100mM]","2017_07_01",28,"M",93,"rACSF","rACSF",NA,"Scott","xx","2017_07_01_0010.atf","2017_07_01_0014.abf","0.0","",1.10282455376944,NA,1.1833880772028
"P28f-SS_8","PND28","EtOH[100mM]","2018_07_04",28,"M",99.7,"rACSF","rACSF",NA,"Scott","xx","2018_07_04_0000.atf","2018_07_04_0005.abf","0.0","",0.978460345495119,NA,0.992109930757191
"P28f-SS_9","PND28","EtOH[100mM]","2018_07_04",28,"M",99.7,"rACSF","rACSF",NA,"Scott","xx","2018_07_04_0020.atf","2018_07_04_0025.abf","0.0","",1.00503849409488,NA,1.05780392591595
"P28f-SS_10","PND28","EtOH[100mM]","2018_07_04",28,"M",99.7,"rACSF","rACSF",NA,"Luis","xx","2018_07_04_1005.atf","2018_07_04_1010.abf","0.0","",0.986437365934024,NA,0.902288369343028
"P28f-SS_11","PND28","EtOH[100mM]","2018_07_05",29,"F",99,"rACSF","rACSF",NA,"Luis","xx","2018_07_05_1000.atf","2018_07_05_1005.abf","0.0","",0.958688547873026,NA,1.02606350871049
"P28f-SS_12","PND28","EtOH[100mM]","2018_07_05",29,"F",99,"rACSF","rACSF",NA,"Scott","xx","2018_07_05_0020.atf","2018_07_05_0027.abf","0.0","",1.1596361221841,1.09610163456708,1.1282131465406
"P28f-SS_13","PND28","EtOH[100mM]","2018_07_05",29,"F",99,"rACSF","rACSF",NA,"Luis","xx","2018_07_05_1018.atf","2018_07_05_1022.abf","0.0","",1.22869198112087,NA,1.07016022192412
"P28f-SS_14","PND28","EtOH[100mM]","2018_10_26",29,"F",96,"rACSF","Sucrose","2:45","Luis","L2","2018_10_26_1000.atf","2018_10_26_1009.abf","0.035","",0.955711282786172,1.06289221085938,1.00034022857586
"P28f-SS_15","PND28","EtOH[100mM]","2018_10_26",29,"F",96,"rACSF","Sucrose","2:45","Scott","L2","2018_10_26_0005.atf","2018_10_26_0013.abf","0.03","",0.926026993500627,0.991462504516926,1.01937880344187
"P28f-SS_16","PND28","EtOH[100mM]","2018_10_26",29,"F",96,"rACSF","Sucrose","2:45","Luis","R3","2018_10_26_1014.atf","2018_10_26_1019.abf","0.05","",1.03411882858414,NA,1.06428699256377
"P28f-SS_17","PND28","EtOH[100mM]","2018_12_15",29,"F",90,"rACSF","rACSF","12:45","Luis","L4","2018_12_15_1014.atf","2018_12_15_1023.abf","0.035","",0.970075105981369,1.00876819712142,0.985958814724156
